;nb.erreur;nb.erreur;;;;;;;;;;;;Préparé par:;0;0;;;;MAT.;;;RATIO;;M.-O.;;;ÉQUIP.;;;m2 au sol:;7 863 (m² au sol);;m2 au sol:;7 863 (m² au sol);;m2 au sol:;19 797 (m² au sol);;m2 au sol:;7 863 (m² au sol);;m2 au sol:;7 863 (m² au sol);;m2 au sol:;7 863 (m² au sol);;m2 au sol:;1 (m² au sol);;m2 au sol:;1 (m² au sol);;m2 au sol:;1 (m² au sol);;m2 au sol:;7 863 (m² au sol);;m2 au sol:;7 863 (m² au sol);;nb. erreurs;;;;;
;1;;"Code
Disc";Travaux;Lot;Lot;Disc.;Masterformat;;UNIFORMAT;$;;QTÉ.;;;;QTÉ. TOTALE;U.M.;ü;$.unit.mat.;%(+ -);$.total.mat.;Qté./ hre.;Hre.total.requis;$ horaire;%(+ -);$.total.m-o;$ equip;%(+ -);$.total.equip.;P.U.;; $ Total ;A          Qté.;$ unitaire;$ Total;B          Qté.;P.U.;Total;C          Qté.;P.U.;Total;D          Qté.;P.U.;Total;E          Qté.;P.U.;Total;F          Qté.;P.U.;Total;G          Qté.;P.U.;Total;H          Qté.;P.U.;Total;K          Qté.;P.U.;Total;L         Qté.;P.U.;Total;0;;;ok;Disc.;
;;;;;;Lot;Disc.;;;;;Début des lots  -  Inscrire les éléments à estimer ainsi que le lot et discipline appropriée;;;;;;;;;;;;;;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;Disc.;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 3 680,16   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 9 200,40   ; 3 680   ; 3   ; 9 200   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9 200    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-4B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;8,80 ;mlin.;Aire (m2) = ;1,79 ; 15,71   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 2 670,36   ; 16   ; 170   ; 2 670   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 670    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;8,80 ;mlin.;HT éq. (m) = ;5,10 ; 89,76   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 10 771,20   ; 90   ; 120   ; 10 771   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 771    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 1 570,80   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 3 927,00   ; 1 571   ; 3   ; 3 927   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 927    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-5B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;4,70 ;mlin.;Aire (m2) = ;1,79 ; 8,39   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 1 426,22   ; 8   ; 170   ; 1 426   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 426    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;4,70 ;mlin.;HT éq. (m) = ;5,10 ; 47,94   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 5 752,80   ; 48   ; 120   ; 5 753   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 753    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 838,95   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 2 097,38   ; 839   ; 3   ; 2 097   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 097    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-6B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;8,67 ;mlin.;Aire (m2) = ;1,79 ; 15,47   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 2 629,39   ; 15   ; 170   ; 2 629   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 629    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;8,67 ;mlin.;HT éq. (m) = ;5,10 ; 88,38   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 10 605,96   ; 88   ; 120   ; 10 606   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 606    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 1 546,70   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 3 866,76   ; 1 547   ; 3   ; 3 867   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 867    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-7B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;8,36 ;mlin.;Aire (m2) = ;1,79 ; 14,92   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 2 536,84   ; 15   ; 170   ; 2 537   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 537    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;8,36 ;mlin.;HT éq. (m) = ;5,10 ; 85,27   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 10 232,64   ; 85   ; 120   ; 10 233   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 233    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 1 492,26   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 3 730,65   ; 1 492   ; 3   ; 3 731   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 731    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-8B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;5,03 ;mlin.;Aire (m2) = ;1,79 ; 8,98   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 1 526,35   ; 9   ; 170   ; 1 526   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 526    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;5,03 ;mlin.;HT éq. (m) = ;5,10 ; 51,31   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 6 156,72   ; 51   ; 120   ; 6 157   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6 157    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 897,86   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 2 244,64   ; 898   ; 3   ; 2 245   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 245    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-9B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;5,03 ;mlin.;Aire (m2) = ;3,67 ; 18,47   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 3 139,93   ; 18   ; 170   ; 3 140   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 140    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;5,03 ;mlin.;HT éq. (m) = ;5,10 ; 51,31   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 6 156,72   ; 51   ; 120   ; 6 157   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6 157    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 1 847,02   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 4 617,54   ; 1 847   ; 3   ; 4 618   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4 618    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-10B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;3,30 ;mlin.;Aire (m2) = ;1,79 ; 5,89   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 1 001,39   ; 6   ; 170   ; 1 001   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 001    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;3,30 ;mlin.;HT éq. (m) = ;5,10 ; 33,66   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 4 039,20   ; 34   ; 120   ; 4 039   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4 039    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 589,05   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 1 472,63   ; 589   ; 3   ; 1 473   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 473    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-11B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;3,80 ;mlin.;Aire (m2) = ;1,79 ; 6,78   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 1 153,11   ; 7   ; 170   ; 1 153   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 153    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;3,80 ;mlin.;HT éq. (m) = ;5,10 ; 38,76   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 4 651,20   ; 39   ; 120   ; 4 651   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4 651    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 678,30   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 1 695,75   ; 678   ; 3   ; 1 696   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 696    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-13B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;8,40 ;mlin.;Aire (m2) = ;1,79 ; 14,99   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 2 548,98   ; 15   ; 170   ; 2 549   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 549    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;8,40 ;mlin.;HT éq. (m) = ;5,10 ; 85,68   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 10 281,60   ; 86   ; 120   ; 10 282   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 282    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 1 499,40   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 3 748,50   ; 1 499   ; 3   ; 3 749   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 749    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-14B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;8,40 ;mlin.;Aire (m2) = ;1,79 ; 14,99   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 2 548,98   ; 15   ; 170   ; 2 549   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 549    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;8,40 ;mlin.;HT éq. (m) = ;5,10 ; 85,68   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 10 281,60   ; 86   ; 120   ; 10 282   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 282    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 1 499,40   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 3 748,50   ; 1 499   ; 3   ; 3 749   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 749    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;-;#N/A;.;_;;;;;;Mur de refend - MR-15B ;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
;;;#N/A;#N/A;a;a;s;;;;;Béton mur 1ère et 2ème coulée;4,40 ;mlin.;Aire (m2) = ;1,79 ; 7,85   ; m³ ;;; 175,00   ;;;;;;;;;; 170,00   ; 170,00   ; 1 335,18   ; 8   ; 170   ; 1 335   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 335    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Coffrage mur 1ère coulée;4,40 ;mlin.;HT éq. (m) = ;5,10 ; 44,88   ; m² ;;; 100,00   ;;;;;;;;;; 120,00   ; 120,00   ; 5 385,60   ; 45   ; 120   ; 5 386   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 386    ; -    ;;ok;s;
;;;#N/A;#N/A;a;a;s;;;;;Armature mur;;;kg/m³ =;100,00 ; 785,40   ; kg ;;; 2,00   ;;;;;;;;;; 2,50   ; 2,50   ; 1 963,50   ; 785   ; 3   ; 1 964   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 964    ; -    ;;ok;s;
;;;-;#N/A;.;_;;;;;;;;;;;;;;;;;;;;;;;;;; -     ; -     ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -    ; -    ;;vide;0;
