GUID,Type_IFC,Name,Description,ObjectType,Tag,Fabricant,Modele,Produit,URL,Copyright,Poids,Note_ID,Sales_Rep,Toutes_Proprietes
1L8o01BIhNl$0_O21mvd_F,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2054799,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 1"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 1"",
  ""Contraintes.Élévation par rapport au niveau"": ""5100.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""7569.2"",
  ""Cotes.Surface"": ""3.11363337441975"",
  ""Cotes.Volume"": ""0.268596848719102"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_02"",
  ""Données d'identification.Identifiant"": ""R3F-4"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 39"",
  ""Génie climatique - Débit.Trajectoire critique"": ""False"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
2quO_HvRzgssDpCd$XBCpi,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2054800,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 1"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 1"",
  ""Contraintes.Élévation par rapport au niveau"": ""5100.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""7416.8"",
  ""Cotes.Surface"": ""3.05169801441975"",
  ""Cotes.Volume"": ""0.263189117599102"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_02"",
  ""Données d'identification.Identifiant"": ""R3F-4"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 40"",
  ""Génie climatique - Débit.Trajectoire critique"": ""False"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
1BnlkhyCDrxot8ssaT5B2F,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2054801,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 1"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 1"",
  ""Contraintes.Élévation par rapport au niveau"": ""5100.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""4165.6"",
  ""Cotes.Surface"": ""1.73041033441975"",
  ""Cotes.Volume"": ""0.1478241870391"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_02"",
  ""Données d'identification.Identifiant"": ""R3F-4"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 41"",
  ""Génie climatique - Débit.Trajectoire critique"": ""False"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
1L4a0uBnpnS2uH5QlH94Ae,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2054826,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 3"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 3"",
  ""Contraintes.Élévation par rapport au niveau"": ""0.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""6350.0"",
  ""Cotes.Surface"": ""2.61815049441975"",
  ""Cotes.Volume"": ""0.225334999759102"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_03"",
  ""Données d'identification.Identifiant"": ""R3F-4, AL"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 14"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
3fRTQ$27b5piRbQAaJ6N4u,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2054830,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 3"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 3"",
  ""Contraintes.Élévation par rapport au niveau"": ""0.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""0.0688976377952756"",
  ""Cotes.Surface"": ""2.63879561441975"",
  ""Cotes.Volume"": ""0.227137576799102"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_03"",
  ""Données d'identification.Identifiant"": ""R3F-4, AL"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 22"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
3efWAIt5djNpJN2orWSFgi,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2054836,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 3"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 3"",
  ""Contraintes.Élévation par rapport au niveau"": ""0.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""4013.2"",
  ""Cotes.Surface"": ""1.66847497441975"",
  ""Cotes.Volume"": ""0.1424164559191"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_03"",
  ""Données d'identification.Identifiant"": ""R3F-4, AL"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 26"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
0bkdY1baT6iAhJoOwutOBZ,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2054837,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 3"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 3"",
  ""Contraintes.Élévation par rapport au niveau"": ""0.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""7569.2"",
  ""Cotes.Surface"": ""3.11363337441975"",
  ""Cotes.Volume"": ""0.268596848719102"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_03"",
  ""Données d'identification.Identifiant"": ""R3F-4, AL"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 29"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
2vnFA5MOPbi0tUi1atCyHi,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2054838,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 3"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 3"",
  ""Contraintes.Élévation par rapport au niveau"": ""0.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""7416.8"",
  ""Cotes.Surface"": ""3.05169801441975"",
  ""Cotes.Volume"": ""0.263189117599102"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_03"",
  ""Données d'identification.Identifiant"": ""R3F-4,AL"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 30"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
3E760EJ86CxHNr07XqHJbn,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2054839,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 3"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 3"",
  ""Contraintes.Élévation par rapport au niveau"": ""0.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""4165.6"",
  ""Cotes.Surface"": ""1.73041033441975"",
  ""Cotes.Volume"": ""0.1478241870391"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_03"",
  ""Données d'identification.Identifiant"": ""R3F-4, AL"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 31"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
0L5q_PtMAbfq46tXAWjttx,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2055491,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 2"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 2"",
  ""Contraintes.Élévation par rapport au niveau"": ""10199.9999999935"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""2946.4"",
  ""Cotes.Surface"": ""1.23492745441974"",
  ""Cotes.Volume"": ""0.104562338079099"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_01"",
  ""Données d'identification.Identifiant"": ""R3F-4"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
1z2GC6fRS73RjvigxKsaJU,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2055535,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 3"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 3"",
  ""Contraintes.Élévation par rapport au niveau"": ""0.0"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""0.0508530183727034"",
  ""Cotes.Surface"": ""1.95750665441975"",
  ""Cotes.Volume"": ""0.1676525344791"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_01"",
  ""Données d'identification.Identifiant"": ""R3F-4"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 7"",
  ""Génie climatique - Débit.Trajectoire critique"": ""False"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
3tIJ8leKk9uObfcFM3Wj1R,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2056062,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Élévation par rapport au niveau"": ""0.0"",
  ""Contraintes.Niveau"": ""NIVEAU 2"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 2"",
  ""Contraintes.Hôte"": ""Non référencée"",
  ""Cotes.Cima Length"": ""4216.4"",
  ""Cotes.Surface"": ""1.75105545441975"",
  ""Cotes.Volume"": ""0.1496267640791"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_01"",
  ""Données d'identification.Identifiant"": ""R3F-4"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 7"",
  ""Génie climatique - Débit.Trajectoire critique"": ""False"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
3g9q_GYPZgKKZuRb55Geat,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2056271,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 2"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 2"",
  ""Contraintes.Élévation par rapport au niveau"": ""5099.99999999348"",
  ""Contraintes.Hôte"": ""<non associé>"",
  ""Cotes.Cima Length"": ""4216.4"",
  ""Cotes.Surface"": ""1.75105545441975"",
  ""Cotes.Volume"": ""0.1496267640791"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_01"",
  ""Données d'identification.Identifiant"": ""R3F-4"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 7"",
  ""Génie climatique - Débit.Trajectoire critique"": ""False"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
2G4HYbuITt_faDVClvL6n7,IfcBuildingElementProxy,Equipement de génie climatique : Cima - Heating Cabinet - Water Baseboard Heater : Cima - Heating Cabinet - Water Baseboard Heater,,Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater,2056720,,Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater,,,,,2029796,,"{
  ""Pset_BuildingElementProxyCommon.IsExternal"": ""False"",
  ""Pset_BuildingElementProxyCommon.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Pset_EnvironmentalImpactIndicators.Reference"": ""Cima - Heating Cabinet - Water Baseboard Heater:Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Catégorie"": ""Equipement de génie climatique"",
  ""Autre.Famille"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.Famille et type"": ""Cima - Heating Cabinet - Water Baseboard Heater: Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Autre.ID du type"": ""2029796"",
  ""Autre.Type"": ""Cima - Heating Cabinet - Water Baseboard Heater"",
  ""Contraintes.Niveau"": ""NIVEAU 2"",
  ""Contraintes.Niveau de nomenclature"": ""NIVEAU 2"",
  ""Contraintes.Élévation par rapport au niveau"": ""2200.0"",
  ""Contraintes.Hôte"": ""Non référencée"",
  ""Cotes.Cima Length"": ""4216.4"",
  ""Cotes.Surface"": ""1.75105545441975"",
  ""Cotes.Volume"": ""0.1496267640791"",
  ""Données d'identification.Sous-projet"": ""M_CR_NIV_01"",
  ""Données d'identification.Identifiant"": ""R3F-4"",
  ""Génie climatique.Classification du système"": ""Alimentation hydraulique,Retour hydraulique"",
  ""Génie climatique.Nom du système"": ""ECA 50"",
  ""Génie climatique - Débit.Trajectoire critique"": ""False"",
  ""Phase de construction.Phase de création"": ""Nouveau Projet"",
  ""Visibilité.Besoin Equipement"": ""CR""
}"
